_corrupt_record,cast,country,date_added,description,director,duration,listed_in,rating,release_year,show_id,title,type
,"Matt Dillon, Paul Walker, Chris Brown, Idris Elba, Jay Hernandez, Hayden Christensen, Michael Ealy, T.I., Marianne Jean-Baptiste, Zoe Saldana, Steve Harris, Johnathon Schaech",United States,"November 3, 2019",A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million.,John Luessenhop,107 min,Action & Adventure,PG-13,2010,s5967,Takers,Movie
,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside","United States, Germany, United Kingdom, Italy","January 1, 2020","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots.",McG,115 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2009,s6027,Terminator Salvation,Movie
,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, David Paymer, Samantha Mathis, John Mahoney, Anna Deavere Smith, Nina Siemaszko, Wendie Malick, Shawna Waldron, Richard Dreyfuss, Joshua Malina",United States,"January 1, 2021",The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate?,Rob Reiner,113 min,"Comedies, Dramas, Romantic Movies",PG-13,1995,s6081,The American President,Movie
,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell","France, Belgium, United States","April 25, 2020","Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet.",Michel Hazanavicius,101 min,"Comedies, Dramas, Independent Movies",PG-13,2011,s6096,The Artist,Movie
,"Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh","United Kingdom, India, United States","October 3, 2018","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",Kavi Raz,121 min,"Dramas, International Movies",PG-13,2017,s6138,The Black Prince,Movie
,"Jennifer Aniston, Gerard Butler, Jason Sudeikis, Jeff Garlin, Ritchie Coster, Cathy Moriarty, Peter Greene, Joel Marsh Garland, Siobhan Fallon Hogan, Dorian Missick, Adam Rose, Christine Baranski, Carol Kane, Adam LeFevre",United States,"October 1, 2019","Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole.",Andy Tennant,111 min,"Action & Adventure, Comedies, Romantic Movies",PG-13,2010,s6163,The Bounty Hunter,Movie
,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn, Holmes Osborne, Sam Oz Stone, Gillian Jacobs, Celia Weston, Deborah Rush",United States,"June 1, 2019",A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.,Richard Kelly,116 min,"Sci-Fi & Fantasy, Thrillers",PG-13,2009,s6164,The Box,Movie
,"Jim Norton, Rupert Evans, Ben Robson, Lauren Cohan, James Russell, Jett Klyne, Diana Hardcastle","United States, Canada, China","June 1, 2020",A nanny is hired by a couple to look after their boy. She's shocked to learn that her charge is actually a doll that the couple treats like a human.,William Brent Bell,97 min,"Horror Movies, Independent Movies, Thrillers",PG-13,2016,s6165,The Boy,Movie
,"Asa Butterfield, Vera Farmiga, David Thewlis, Rupert Friend, David Hayman, Jack Scanlon, Amber Beattie, Sheila Hancock, Richard Johnson, Jim Norton","United Kingdom, United States","January 1, 2019","When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner.",Mark Herman,95 min,"Dramas, Independent Movies, International Movies",PG-13,2008,s6166,The Boy in the Striped Pajamas,Movie
,"Saara Chaudry, Soma Chhaya, Ali Badshah, Soma Bhatia, Shaista Latif, Laara Sadiq, Kawa Ada, Noorin Gulamgaus","Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India","February 20, 2018",A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.,Nora Twomey,93 min,"Children & Family Movies, Dramas, International Movies",PG-13,2017,s6174,The Breadwinner,Movie
,"Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser, Jon Favreau, Jason Bateman, Judy Davis, Justin Long, Ivan Sergei, John Michael Higgins, Ann-Margret, Vernon Vaughn, Vincent D'Onofrio",United States,"July 16, 2019",Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.,Peyton Reed,107 min,"Comedies, Dramas, Romantic Movies",PG-13,2006,s6177,The Break-Up,Movie
,"Matt Damon, Heath Ledger, Monica Bellucci, Lena Headey, Peter Stormare, Jonathan Pryce, Roger Ashton-Griffiths, Richard Ridings, Mackenzie Crook, Julian Bleach, Tomás Hanák, Laura Greenwood","United States, Czech Republic, United Kingdom","July 1, 2019","Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists.",Terry Gilliam,119 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2005,s6184,The Brothers Grimm,Movie
,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Alfonso Freeman, Rob Morrow, Rowena King, Christopher Stapleton, Ian Anthony Dale, Richard McGonagle",United States,"October 1, 2019",Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.,Rob Reiner,97 min,"Comedies, Dramas",PG-13,2007,s6185,The Bucket List,Movie
,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Michael Trucco, Doug Jones, Carrie-Anne Moss, Faye Dunaway, Jenna Kanell, Erica Tremblay, Cleo King","United States, China","April 1, 2019",Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man.,Stacy Title,96 min,"Horror Movies, Thrillers",PG-13,2017,s6191,The Bye Bye Man,Movie
,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee",United States,"February 5, 2018","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",Julius Onah,102 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2018,s6229,The Cloverfield Paradox,Movie
,"Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov","France, Belgium, Luxembourg, Romania, Canada, United States","October 19, 2019",For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,Thomas Vinterberg,118 min,"Dramas, International Movies, Thrillers",PG-13,2018,s6234,The Command,Movie
,"Clive Owen, Maria Bello, Patton Oswalt, Jaeden Lieberher, Matthew Modine, Stephen Tobolowsky, Tim Blake Nelson, Robert Forster",Canada,"February 6, 2019",A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.,Bob Nelson,101 min,"Comedies, Dramas, Independent Movies",PG-13,2016,s6240,The Confirmation,Movie
,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle","United States, Malta, France, United Kingdom","December 1, 2020","When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci.",Ron Howard,149 min,Thrillers,PG-13,2006,s6263,The Da Vinci Code,Movie
,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Tara Lynne Barr",United States,"June 16, 2020","After bringing home a set of mysterious stones from the Grand Canyon, a boy unleashes an ancient force that begins to terrorize his family.",Greg McLean,92 min,"Horror Movies, Thrillers",PG-13,2016,s6271,The Darkness,Movie
,"Johnny Knoxville, Seann William Scott, Jessica Simpson, Burt Reynolds, M.C. Gainey, David Koechner, Kevin Heffernan, James Roday, Michael Roof, Joe Don Baker",United States,"January 1, 2020","The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",Jay Chandrasekhar,104 min,"Action & Adventure, Comedies",PG-13,2005,s6320,The Dukes of Hazzard,Movie
,"Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell","United States, China","July 1, 2019",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.,Rob Minkoff,104 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2008,s6365,The Forbidden Kingdom,Movie
,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",United States,"February 16, 2020","A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest.",Jason Zada,93 min,"Horror Movies, Independent Movies",PG-13,2016,s6368,The Forest,Movie
,"Laura Dern, B.J. Novak, Patrick Wilson, John Carroll Lynch, Ric Reitz, John Carroll, Nick Offerman, Michael Keaton, Wilbur Fitzgerald, Linda Cardellini","United States, Greece","August 21, 2020","After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold.",John Lee Hancock,115 min,Dramas,PG-13,2016,s6374,The Founder,Movie
,"Zachary Spicer, Wrenn Schmidt, Danny Glover, John C. McGinley",United States,"January 24, 2018",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,Paul Shoulberg,97 min,"Comedies, Dramas, Romantic Movies",PG-13,2017,s6402,The Good Catholic,Movie
,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China","September 26, 2019","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",Wong Kar Wai,108 min,"Action & Adventure, Dramas, International Movies",PG-13,2013,s6414,The Grandmaster,Movie
,"Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong",United States,"April 18, 2020","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",Michel Gondry,119 min,"Action & Adventure, Comedies",PG-13,2011,s6426,The Green Hornet,Movie
,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou, Becky Ann Baker, Enrique Murciano, Macintyre Dixon, Catherine Curtin",United States,"May 1, 2020","When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",Alice Wu,105 min,"Comedies, Dramas, LGBTQ Movies",PG-13,2020,s6432,The Half Of It,Movie
,"Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne",United States,"October 4, 2018","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",Mickey Liddell,85 min,"Horror Movies, Thrillers",PG-13,2008,s6442,The Haunting of Molly Hartley,Movie
,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer",United States,"June 1, 2020","A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",Tate Taylor,147 min,Dramas,PG-13,2011,s6448,The Help,Movie
,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler","United Kingdom, United States","September 26, 2018",A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,Rob Cohen,103 min,Action & Adventure,PG-13,2018,s6475,The Hurricane Heist,Movie
,Kevin Costner,United States,"February 1, 2017","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",Vlad Yudin,111 min,"Documentaries, Sports Movies",PG-13,2016,s6476,The Hurt Business,Movie
,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law","United Kingdom, Canada, France, United States","March 8, 2019","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",Terry Gilliam,123 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2009,s6480,The Imaginarium of Doctor Parnassus,Movie
,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast, Marta Etura, Sönke Möhring, Geraldine Chaplin, Ploy Jindachote, Jomjaoi Sae-Limh","Spain, Thailand, United States","November 1, 2020","Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia.",J.A. Bayona,114 min,Dramas,PG-13,2012,s6481,The Impossible,Movie
,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March",United States,"January 1, 2020","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.","Ricky Gervais, Matthew Robinson",99 min,"Comedies, Romantic Movies",PG-13,2009,s6502,The Invention of Lying,Movie
,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge","United Kingdom, France","July 7, 2019","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",Phyllida Lloyd,105 min,"Dramas, International Movies",PG-13,2011,s6510,The Iron Lady,Movie
,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Jimmy Smits, Hugh Dancy, Marc Blucas, Lynn Redgrave, Kevin Zegers, Nancy Travis",United States,"March 8, 2019",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,Robin Swicord,106 min,"Comedies, Dramas, Romantic Movies",PG-13,2007,s6517,The Jane Austen Book Club,Movie
,"Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain",United States,"September 1, 2018","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.",Karen Moncrieff,95 min,"Dramas, Thrillers",PG-13,2017,s6526,The Keeping Hours,Movie
,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton","France, United States","September 1, 2019","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",Daniel Stamm,88 min,"Horror Movies, Independent Movies, Thrillers",PG-13,2010,s6558,The Last Exorcism,Movie
,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Diego Iosif Pirvu, Massimiliano Rossi, Abril Zamora, Babak Karimi",Italy,"November 13, 2020",A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.,Edoardo Ponti,95 min,"Dramas, International Movies",PG-13,2020,s6595,The Life Ahead,Movie
,"","Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands","February 26, 2016","In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them.",Joshua Oppenheimer,103 min,"Documentaries, International Movies",PG-13,2014,s6616,The Look of Silence,Movie
,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving","New Zealand, United States","January 1, 2020","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",Peter Jackson,201 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2003,s6617,The Lord of the Rings: The Return of the King,Movie
,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom","New Zealand, United States","January 1, 2020","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.",Peter Jackson,179 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2002,s6618,The Lord of the Rings: The Two Towers,Movie
,"Leslie Bibb, Josh Duhamel, Nora Dunn, Sharon Lawrence, Callie Hope Haverda, Roxton Garcia",United States,"August 10, 2020","Looking to start anew, a widow retreats with her children to her aunt's goat farm, where the ranch's manager helps her navigate country life and loss.",Vicky Wight,110 min,"Dramas, Romantic Movies",PG-13,2020,s6620,The Lost Husband,Movie
,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins","United Kingdom, Germany, United States","November 20, 2019","Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.",Marco Schnabel,87 min,"Comedies, Sports Movies",PG-13,2008,s6623,The Love Guru,Movie
,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico","January 1, 2020","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",Martin Campbell,138 min,"Action & Adventure, Romantic Movies",PG-13,1998,s6645,The Mask of Zorro,Movie
,"George Clooney, Felicity Jones, Kyle Chandler, Demián Bichir, David Oyelowo, Tiffany Boone, Caoilinn Springall, Sophie Rundle, Ethan Peck",United States,"December 23, 2020","In the aftermath of a global catastrophe, a lone scientist in the Arctic races to contact a crew of astronauts with a warning not to return to Earth.",George Clooney,119 min,Dramas,PG-13,2020,s6666,The Midnight Sky,Movie
,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet, Richard Griffiths, Jacqueline Brookes","","January 1, 2020","Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business.",David Zucker,85 min,Comedies,PG-13,1991,s6697,The Naked Gun 2 1/2: The Smell of Fear,Movie
,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand",United States,"January 1, 2021",Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.,David Zucker,85 min,"Comedies, Cult Movies",PG-13,1988,s6698,The Naked Gun: From the Files of Police Squad!,Movie
,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea",United States,"February 1, 2020",New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,Adam McKay,108 min,"Action & Adventure, Comedies",PG-13,2010,s6730,The Other Guys,Movie
,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn",United States,"November 1, 2019","When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.",Alan J. Pakula,141 min,"Dramas, Thrillers",PG-13,1993,s6746,The Pelican Brief,Movie
,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan McDermott, Kate Walsh, Joan Cusack, Melanie Lynskey",United States,"April 1, 2020",A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,Stephen Chbosky,103 min,"Comedies, Dramas",PG-13,2012,s6753,The Perks of Being a Wallflower,Movie
,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison","United Kingdom, United States","June 1, 2019","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.",Joel Schumacher,141 min,"Dramas, Music & Musicals, Romantic Movies",PG-13,2004,s6754,The Phantom of the Opera,Movie
,"Meryl Streep, James Corden, Nicole Kidman, Kerry Washington, Andrew Rannells, Keegan-Michael Key, Jo Ellen Pellman, Ariana DeBose, Mary Kay Place, Kevin Chamberlin, Tracey Ullman, Logan Riley, Sofia Deler, Nico Greetham, Nathaniel J. Potvin",United States,"December 11, 2020",A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.,Ryan Murphy,132 min,"Comedies, LGBTQ Movies, Music & Musicals",PG-13,2020,s6786,The Prom,Movie
,"Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho, Shohreh Aghdashloo, Marwan Kenzari, Angela Sarafyan, Rade Serbedzija, Tom Hollander, Igal Naor, Numan Acar, Milene Mayer, Jean Reno, James Cromwell","Spain, United States","August 9, 2020","As the Ottoman Empire enters WWI, a love triangle involving an Armenian medical student, an artist and an American journalist takes a harrowing turn.",Terry George,133 min,Dramas,PG-13,2016,s6787,The Promise,Movie
,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer",United States,"October 1, 2019","When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",Gabriele Muccino,117 min,Dramas,PG-13,2006,s6791,The Pursuit of Happyness,Movie
,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue","United States, Germany","November 20, 2019",A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,Francis Ford Coppola,136 min,"Dramas, Thrillers",PG-13,1997,s6801,The Rainmaker,Movie
,"Kevin Sorbo, Mollee Gray, Eric Roberts, Brian Bosworth, Julia Denton, Blake Burt, Marisa Lynae Hampton, Josh Murray, Kiera Strauss, Tyler Sanders",United States,"April 28, 2020","When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",Paul Munger,116 min,"Dramas, Faith & Spirituality",PG-13,2019,s6812,The Reliant,Movie
,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran",United States,"January 1, 2020",A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,Gore Verbinski,116 min,"Horror Movies, Thrillers",PG-13,2002,s6823,The Ring,Movie
,"Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano",United States,"September 1, 2018","A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.",Curtis Hanson,111 min,Action & Adventure,PG-13,1994,s6829,The River Wild,Movie
,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham",United States,"April 1, 2020","While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",Christian E. Christiansen,91 min,Thrillers,PG-13,2011,s6834,The Roommate,Movie
,"Chris O'Dowd, Deborah Mailman, Jessica Mauboy, Shari Sebbens, Miranda Tapsell, Tory Kittles, Eka Darville, Tammy Anderson, Lynette Narkle, Kylie Belling",Australia,"April 26, 2019","Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam.",Wayne Blair,99 min,"Comedies, Dramas, Independent Movies",PG-13,2012,s6849,The Sapphires,Movie
,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris",United States,"November 8, 2018","A brooding American unable to cope with personal crisis travels to \"suicide forest\" near Mount Fuji, where he meets a fellow lost wanderer.",Gus Van Sant,111 min,Dramas,PG-13,2015,s6853,The Sea of Trees,Movie
,"Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",United States,"July 13, 2018","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.","William Eubank, Will Eubank",97 min,"Sci-Fi & Fantasy, Thrillers",PG-13,2014,s6870,The Signal,Movie
,"Stanley Tucci, Kiernan Shipka, Miranda Otto, Kate Trotter, John Corbett, Kyle Breitkopf, Dempsey Bryk, Billy MacLellan","Canada, Germany","April 10, 2019","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",John R. Leonetti,91 min,"Horror Movies, Thrillers",PG-13,2019,s6871,The Silence,Movie
,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",United States,"September 9, 2020","This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",Jeff Orlowski,94 min,Documentaries,PG-13,2020,s6884,The Social Dilemma,Movie
,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,"April 1, 2020",Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.,David Fincher,121 min,Dramas,PG-13,2010,s6885,The Social Network,Movie
,"Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson, BD Wong, Janet Montgomery, Trey Tucker",United States,"June 1, 2019","After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins.",Peter Chelsom,120 min,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",PG-13,2016,s6890,The Space Between Us,Movie
,"Emily Watson, Charlie Cox, Felicity Jones, Maxine Peake, Harry Lloyd, Eddie Redmayne, David Thewlis, Simon McBurney","United Kingdom, Japan, United States","December 16, 2018","As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane.",James Marsh,123 min,"Dramas, Romantic Movies",PG-13,2014,s6925,The Theory of Everything,Movie
